Hospital_ID;Land;Kreis;Gemeinde;Adresse_Name;Adresse_Name_Standort;Adresse_Strasse_Standort;Adresse_Haus-Nr._Standort;Adresse_Postleitzahl_Standort;Adresse_Ort_Standort;Telefonvorwahl/-nummer;E-Mail Adresse;Internet-Adresse;Traeger;T_Name;EinrichtungsTyp;Allgemeine_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung
ID88;01;056;015;Regio Kliniken GmbH;Regio Klinikum Elmshorn;Agnes-Karll-Allee;17;25337;Elmshorn;04121 798-9831;lutz.abeldt@sana,de;www.sana.de/regiokliniken;3;Regio Kliniken GmbH;2;1;2;2;2;2;2
ID89;01;056;015;Regio Kliniken GmbH;Regio PIA KJP Elmshorn (Marktstraße);Marktstraße;10;25335;Elmshorn;04121 798-9831;lutz.abeldt@sana,de;www.sana.de/regiokliniken;3;Regio Kliniken GmbH;2;0;2;2;2;2;2
ID90;01;056;025;Paracelsus-Nordseeklinik Helgoland;Paracelsus-Nordsee-Klinik Helgoland;Invasorenpfad;;27498;Helgoland;05616009138;david.behnisch@pkd.de;www.paracelsus-kliniken.de/akut/helgoland/;3;Park-Hospital GmbH;2;0;2;2;2;2;2
ID91;01;056;039;Regio Kliniken GmbH;Regio Klinikum Pinneberg;Fahltskamp;74;25421;Pinneberg;04121 798-9831;lutz.abeldt@sana,de;www.sana.de/regiokliniken;3;Regio Kliniken GmbH;2;2;2;2;2;2;2
ID92;01;056;039;Regio Kliniken GmbH;Regio Tagesklinik Pinneberg;Fahltskamp;70;25421;Pinneberg;04121 798-9831;lutz.abeldt@sana,de;www.sana.de/regiokliniken;3;Regio Kliniken GmbH;2;0;2;2;2;2;2
ID93;01;057;009;Fachklinik Freudenholm-Ruhleben;Fachklinik Freudenholm-Ruhleben;Missionsweg;3;24306;Plön;04328 18123;barre.marjenn@landesverein.de;landesverein.de/uebersicht-fachklinik-freudenholm-ruhleben;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID94;01;057;057;Psychiatrische Tagesklinik Plön;Psychiatrische Tagesklinik Plön;Rodomstorstraße;30;24306;Plön;0431 9820597;b.marberg-bollmann@bruecke-sh.de;www.bruecke-sh.de/hier-sind-wir-fuer-sie-da/kreis-ploen/;2;Brücke Schleswig-Holstein gGmbH;2;0;2;2;2;2;2
ID95;01;057;062;AMEOS Klinika Heiligenhafen, Kiel, Oldenburg i.H., Preetz;AMEOS Klinikum Preetz;Am Krankenhaus;5a;24211;Preetz;;lgah.verw@neustadt.ameos.de;www.ameos.eu/standorte/ameos-nord/heiligenhafen/;3;AMEOS Krankenhausgesellschaft Holstein mbH;2;0;2;2;2;2;2
ID96;01;057;062;Klinik Preetz;Klinik Preetz;Am Krankenhaus;5;24211;Preetz;04342 801388;n.zwick@klinik-preetz.de;klinik-preetz.de/;1;Gesundheits-und Pflegeeinrichtungen des Kreises Plön gGmbH;2;1;2;2;2;2;2
ID97;01;057;062;Psychiatrische Tagesklinik Preetz;Psychiatrische Tagesklinik Preetz;Wakendorfer Straße;18;24211;Preetz;0431 9820597;b.marberg-bollmann@bruecke-sh.de;www.bruecke-sh.de/hier-sind-wir-fuer-sie-da/kreis-ploen/;2;Brücke Schleswig-Holstein gGmbH;2;0;2;2;2;2;2
ID98;01;057;070;Fachklinik Freudenholm-Ruhleben;Psychiatrische Institutsambulanz Freudenholm-Ruhleben;Freudenholm;3;24211;Schellhorn bei Preetz;04328 18123;barre.marjenn@landesverein.de;landesverein.de/uebersicht-fachklinik-freudenholm-ruhleben;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID99;01;057;077;Privatklinik Blomenburg;Privatklinik Blomenburg;Burgstraße;1;24238;Selent;0162 2878 580;j.rohrmann@blomenburg.com;www.blomenburg.com/;3;Blomenburg Holding GmbH;4;0;2;2;2;2;2
ID100;01;057;091;Norddeutsches Epilepsiezentrum für Kinder und Jugendliche;Norddeutsches Epilepsiezentrum für Kinder und Jugendliche;Henry-Dunant-Straße;6-10;24223;Schwentinental;04307 909405;p.andrae@drk-sutz.de;www.drk-epilepsiezentrum.de/;2;DRK-Landesverband Schleswig-Holstein e.V.;2;0;2;2;2;2;2
ID101;01;058;009;Fachklinik Aukrug;Fachklinik Aukrug;Tönsheide;;24613;Aukrug;04873 9097-270;Martin.Groll@drv-nord.de;www.fachklinik-aukrug.de/willkommen/;1;Deutsche Rentenversicherung Nord;3;0;2;2;2;2;2
ID102;01;058;040;VAMED Ostseeklinik Damp;VAMED Ostseeklinik Damp;Seute-Deern-Ring;20;24351;Damp;04352 808811;andreas.bendixen@vamed-gesundheit.de;www.vamed-gesundheit.de/kliniken/damp-ostseeklinik/;3;VAMED Ostseeklinik Damp GmbH;2;0;2;2;2;2;2
ID103;01;058;043;imland gGmbH;imland Klinik Eckernförde;Schleswiger Straße;114;24340;Eckernförde;;alexander.karsten@imland.de;www.imland.de/;1;imland gGmbH;2;1;2;2;2;2;2
ID104;01;058;092;Mare Klinikum GmbH & Co. KG;Mare Klinikum GmbH & Co. KG;Eckernförder Straße;219;24119;Kronshagen;0431 6674225;neudeck@mare-klinikum.de;www.mare-klinikum.de/;3;MARE Klinikum GmbH & Co. KG;4;0;2;2;2;2;2
ID105;01;058;092;Praxisklinik Kronshagen;Praxisklinik Kronshagen;Eichkoppelweg;74;24119;Kronshagen;0431 5456677;verwaltung@pkkh.de;praxisklinik-kronshagen.de/;3;Praxisklinik Kronshagen GmbH & Co. KG;2;0;2;2;2;2;2
ID106;01;058;135;Augenklinik Rendsburg GmbH;Augenklinik Rendsburg GmbH;Jungfernstieg;25;24768;Rendsburg;04331 5902214;krenzel@augenklinik-rd.de;www.augenklinik-rd.de/de/;3;Augenklinik Rendsburg GmbH;2;0;2;2;2;2;2
ID107;01;058;135;Helios Fachklinik Schleswig GmbH;Tagesklinik Kinder- und Jugendpsychiatrie Rendsburg;Oberreiderstraße;28;24768;Rendsburg;04621 8121993;Sara-Marie.Otten@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/schleswig/;3;Helios Fachklinik Schleswig GmbH;2;0;2;2;2;2;2
ID108;01;058;135;imland gGmbH;imland Klinik Rendsburg;Lilienstraße;20;24768;Rendsburg;;alexander.karsten@imland.de;www.imland.de/;1;imland gGmbH;2;3;2;1;2;2;2
ID109;01;059;045;Margarethen-Klinik Kappeln;Margarethen-Klinik Kappeln;Konsul-Lorentzen-Straße;3;24376;Kappeln;04642 52-153;proeterfr@diako.de;margarethenklinik.de/;3;Margarethen-Klinik GmbH;2;0;2;2;2;2;2
ID110;01;059;053;Psychiatrisches Zentrum Kropp;Fachkrankenhaus für Psychiatrie u. Psychotherapie;Johannesallee;9;24848;Kropp;04624 80181-0;h.grewe@diakonie-kropp.de;www.diakonie-kropp.de/angebote/psychiatrisches-zentrum/;2;Stiftung Diakoniewerk Kropp;2;0;2;2;2;2;2
ID111;01;059;075;Helios Fachklinik Schleswig GmbH;Klinik für Kinder- und Jugendpsychiatrie;Friedrich-Ebert-Straße;5;24837;Schleswig;04621 8121993;Sara-Marie.Otten@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/schleswig/;3;Helios Fachklinik Schleswig GmbH;2;0;2;2;2;2;2
ID112;01;059;075;Helios Fachklinik Schleswig GmbH;Klinik für Psychiatrie und Psychosomatische Medizin;St.-Jürgener-Straße;5a;24837;Schleswig;04621 8121993;Sara-Marie.Otten@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/schleswig/;3;Helios Fachklinik Schleswig GmbH;2;0;2;2;2;2;2
ID113;01;059;075;Helios Fachklinik Schleswig GmbH;Tagesklinik Psychiatrie;Mühlental;1;24837;Schleswig;04621 8121993;Sara-Marie.Otten@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/schleswig/;3;Helios Fachklinik Schleswig GmbH;2;0;2;2;2;2;2
ID114;01;059;075;Helios Klinik Schleswig GmbH;Helios Klinik Schleswig GmbH;St.-Jürgener-Straße;1-3;24837;Schleswig;04621 8121993;Sara-Marie.Otten@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/schleswig/;3;Helios Klinik Schleswig GmbH;2;2;1;1;2;1;1
ID115;01;059;075;Malteser Krankenhaus St. Franziskus-Hospital;Tagesklinik Geriatrie Schleswig;Am Damm;1;24837;Schleswig;0461 8162507;Ralf.Wichert@malteser.org;www.malteser-franziskus.de/flensburg.html;2;Malteser Norddeutschland gGmbH;2;0;2;2;2;2;2
ID116;01;060;004;Klinikum Bad Bramstedt;Klinikum Bad Bramstedt;Oskar-Alexander-Straße;26;24576;Bad Bramstedt;;controlling@klinikumbb.de;www.klinikumbadbramstedt.de/;1;Klinikum Bad Bramstedt GmbH;2;0;2;2;2;2;2
ID117;01;060;004;Schön Klinik Bad Bramstedt;Schön Klinik Bad Bramstedt;Birkenweg;10;24576;Bad Bramstedt;040 20923165-1036;ggruening@schoen-klinik.de;www.schoen-klinik.de/bad-bramstedt;3;Schön Klinik Bad Bramstedt GmbH;2;0;2;2;2;2;2
ID118;01;060;004;Schön Klinik Bad Bramstedt Privatklinik;Schön Klinik Bad Bramstedt Privatklinik;Birkenweg;10;24576;Bad Bramstedt;040 20923165;ggruening@schoen-klinik.de;www.schoen-klinik.de/bad-bramstedt/privatklinik;3;Schön Klinik Bad Bramstedt GmbH;4;0;2;2;2;2;2
ID119;01;060;005;Psychiatrisches Krankenhaus Rickling;Psychiatrische Institutsambulanz Rickling in Bad Segeberg;Schillerstraße;13a;23795;Bad Segeberg;04328 18267;wi-ha@landesverein.de;landesverein.de/psychiatrischen-krankenhaus-rickling/ueber-uns_pkh;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID120;01;060;005;Segeberger Kliniken GmbH;Segeberger Kliniken Bad Segeberg;Am Kurpark;1;23795;Bad Segeberg;04551 8029655;kevin.repka@segebergerkliniken.de;www.segebergerkliniken.de/;3;Segeberger Kliniken GmbH;2;2;2;2;1;1;1
ID121;01;060;005;Tagesklinik für Psychiatrie und Psychotherapie Bad Segeberg;Tagesklinik für Psychiatrie und Psychotherapie Bad Segeberg;Schillerstraße;13a;23795;Bad Segeberg;04328 18213;bleher.lara@landesverein.de;landesverein.de/tagesklinik-bad-segeberg-wir-ueber-uns;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID122;01;060;039;Paracelsus Klinik Henstedt-Ulzburg;Paracelsus Klinik Henstedt-Ulzburg;Wilstedter Straße;134;24558;Henstedt-Ulzburg;04193 703161;regina.pape@pkd.de;www.paracelsus-kliniken.de/akut/henstedt-ulzburg/;3;Paracelsus-Kliniken Deutschland GmbH & Co. KGaA;2;1;2;2;2;2;2
ID123;01;060;044;Psychiatrisches Krankenhaus Rickling;Psychiatrische Institutsambulanz Rickling in Kaltenkirchen;Flottkamp;15a;24568;Kaltenkirchen;04328 18267;wi-ha@landesverein.de;landesverein.de/psychiatrischen-krankenhaus-rickling/ueber-uns_pkh;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID124;01;060;044;Tagesklinik für Psychiatrie und Psychotherapie Kaltenkirchen;Tagesklinik für Psychiatrie und Psychotherapie Kaltenkirchen;Am Flottkamp;15a;24568;Kaltenkirchen;04328 18213;bleher.lara@landesverein.de;landesverein.de/psychiatrische-tagesklinik-kaltenkirchen-ueber-uns;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID125;01;060;063;Psychiatrisches Krankenhaus Rickling;Psychiatrische Institutsambulanz Rickling in Norderstedt;Beim Umspannwerk;6;22844;Norderstedt;04328 18267;wi-ha@landesverein.de;landesverein.de/psychiatrischen-krankenhaus-rickling/ueber-uns_pkh;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID126;01;060;063;Regio Kliniken GmbH;Regio Tagesklinik KJP Norderstedt;Beim Umspannwerk;6;22844;Norderstedt;04121 798-9831;lutz.abeldt@sana,de;www.sana.de/regiokliniken;3;Regio Kliniken GmbH;2;0;2;2;2;2;2
ID127;01;060;063;Segeberger Kliniken GmbH;Segeberger Kliniken Norderstedt;Heidbergstraße;98;22846;Norderstedt;04551 8029655;kevin.repka@segebergerkliniken.de;www.segebergerkliniken.de/;3;Segeberger Kliniken GmbH;2;0;2;2;2;2;2
ID128;01;060;063;Tagesklinik für Psychiatrie und Psychotherapie Norderstedt;Tagesklinik für Psychiatrie und Psychotherapie Norderstedt;Beim Umspannwerk;6;22844;Norderstedt;04328 18213;bleher.lara@landesverein.de;landesverein.de/wir-ueber-uns;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID129;01;060;068;Psychiatrisches Krankenhaus Rickling;Psychiatrisches Krankenhaus Rickling;Daldorfer Straße;2;24635;Rickling;04328 18267;wi-ha@landesverein.de;landesverein.de/psychiatrischen-krankenhaus-rickling/ueber-uns_pkh;2;Landesverein für Innere Mission in Schleswig-Holstein;2;0;2;2;2;2;2
ID130;01;060;085;Medizinische Klinik Borstel;Medizinische Klinik Borstel;Parkallee;35;23845;Borstel;;;fz-borstel.de/;2;Stiftung Forschungszentrum Borstel;2;0;2;2;2;2;2
ID131;01;061;029;Klinikum Itzehoe;Klinikum Itzehoe - Glückstadt;Am Wall;1a;25348;Glückstadt;04821 7723337;a.lueders@kh-itzehoe.de;www.klinikum-itzehoe.de/;1;Klinikum und Seniorenzentrum Itzehoe - Zweckverband des Kreises Steinburg und der Stadt Itzehoe;2;0;2;2;2;2;2
ID132;01;061;046;Klinikum Itzehoe;Klinikum Itzehoe - Itzehoe;Robert-Koch-Straße;2;25524;Itzehoe;04821 7723337;a.lueders@kh-itzehoe.de;www.klinikum-itzehoe.de/;1;Klinikum und Seniorenzentrum Itzehoe - Zweckverband des Kreises Steinburg und der Stadt Itzehoe;2;3;2;1;2;1;2
ID133;01;062;001;Heinrich Sengelmann Kliniken gGmbH;Heinrich Sengelmann Tagesklinik Ahrensburg;Carl-Barkmann-Straße;5;22926;Ahrensburg;04535 50533-0;K.Mourgues@hsk.alsterdorf;www.heinrich-sengelmann-kliniken.de/;2;Heinrich Sengelmann Kliniken gGmbH;2;0;2;2;2;2;2
ID134;01;062;004;Asklepios Klinik Bad Oldesloe;Asklepios Klinik Bad Oldesloe;Schützenstraße;55;23843;Bad Oldesloe;04531 68-1561;e.klapdohr@asklepios.com;www.asklepios.com/bad-oldesloe/;3;Asklepios Klinik Gauting GmbH;2;1;2;2;2;2;2
ID135;01;062;004;Mund-Kiefer-Gesichtschirurgie am Kurpark;Mund-Kiefer-Gesichtschirurgie am Kurpark;Kurparkallee;4;23843;Bad Oldesloe;04531 8933-0;buchhaltung@mkgamkuropark.de;www.mkgamkurpark.de/;3;MKG am Kurpark;4;0;2;2;2;2;2
ID136;01;062;005;Heinrich Sengelmann Kliniken gGmbH;Heinrich Sengelmann Krankenhaus;Kayhuder Straße;65;23863;Bargfeld-Stegen;04535 50533-0;K.Mourgues@hsk.alsterdorf;www.heinrich-sengelmann-kliniken.de/;2;Heinrich Sengelmann Kliniken gGmbH;2;0;2;2;2;2;2
ID137;01;062;006;Heinrich Sengelmann Kliniken gGmbH;Heinrich Sengelmann Tagesklinik Bargteheide;Mittelweg;5-7;22941;Bargetheide;04535 50533-0;K.Mourgues@hsk.alsterdorf;www.heinrich-sengelmann-kliniken.de/;2;Heinrich Sengelmann Kliniken gGmbH;2;0;2;2;2;2;2
ID138;01;062;023;Klinik Manhagen;Klinik Manhagen;Sieker Landstraße;19;22927;Großhansdorf;04102 605289;hendrik.eynoethen@manhagen.de;www.manhagen.de/;3;Klinik Manhagen GmbH & Co. KG;2;0;2;2;1;2;2
ID139;01;062;023;LungenClinic Grosshansdorf GmbH;LungenClinic Grosshansdorf GmbH;Wöhrendamm;80;22927;Großhansdorf;04102 601-1205;g.mahler@lungenclinic.de;www.lungenclinic.de/;1;LungenClinic Großhansdorf GmbH;2;0;2;2;2;2;2
ID140;01;062;060;Heinrich Sengelmann Kliniken gGmbH;Heinrich Sengelmann Tagesklinik Reinbek;Kinauweg;9;21465;Reinbek;04535 50533-0;K.Mourgues@hsk.alsterdorf;www.heinrich-sengelmann-kliniken.de/;2;Heinrich Sengelmann Kliniken gGmbH;2;0;2;2;2;2;2
ID141;01;062;060;Krankenhaus Reinbek St. Adolf-Stift GmbH;Krankenhaus Reinbek St. Adolf-Stift GmbH;Hamburger Straße;41;21465;Reinbek;040 7280-5302;nora.reiss@krankenhaus-reinbek.de;www.krankenhaus-reinbek.de/;2;Krankenhaus Reinbek St. Adolf-Stift GmbH;2;2;2;2;2;2;2
ID142;02;101;101;Frauenklinik an der Elbe;Frauenklinik an der Elbe;Oberbaumbrücke;1;20457;Hamburg;040 432858-0;schulz@frauenklinik-elbe.de;frauenklinik-elbe.de/;3;BAG Anästhesie Frauenklinik an der Elbe MVZ Gynäkologie;4;0;2;2;2;2;2
ID143;02;101;101;MIVENDO-Klinik;MIVENDO-Klinik;Spitalerstraße;8;20095;Hamburg;;;mivendoklinik.de/;3;MIVENDO-Klinik GmbH & Co. KG;4;0;2;2;2;2;2
ID144;02;103;107;ATOS Klinik Fleetinsel Hamburg GmbH & Co. KG;Hauptstandort;Admiralitätstraße;3;20459;Hamburg;040 37671-711;johannes.ortner@atos.de;atos-kliniken.com/de/atos-fleetinsel-hamburg/;3;ATOS Klinik Fleetinsel Hamburg GmbH & Co. KG;2;0;2;2;2;2;2
ID145;02;103;107;ATOS Privatklinik Fleetinsel GmbH;ATOS Privatklinik Fleetinsel GmbH;Admiralitätsstraße;3-4;20459;Hamburg;040 37671-711;johannes.ortner@atos.de;atos-kliniken.com/de/atos-fleetinsel-hamburg/;3;ATOS Klinik Fleetinsel Hamburg GmbH & Co. KG;4;0;2;2;2;2;2
ID146;02;103;108;Dermatologikum Hamburg;Klinik Dermatologikum Hamburg;Stephansplatz;5;20354;Hamburg;040 35107534-0;s.krause@dermatologikum.de;www.dermatologikum.de/;3;Dermatologikum Hamburg GmbH;4;0;2;2;2;2;2
ID147;02;103;108;EuroEyes Augenlaserzentrum City Hamburg;EuroEyes Augenlaserzentrum City Hamburg;Valentinskamp;89-90;20355;Hamburg;040 866488726;sekretariat@euroeyes.de;www.euroeyes.de/hamburg-city/;3;EuroEyes AugenLaserZentrum City Hamburg GmbH;4;0;2;2;2;2;2
ID148;02;103;108;Klinikum Stephansplatz;Klinikum Stephansplatz;Stephansplatz;3;20354;Hamburg;;;www.medizinicum.de/;3;Klinikum Stephansplatz GmbH;3;0;2;2;2;2;2
ID149;02;103;108;S-thetic Clinic Hamburg;S-thetic Clinic Hamburg;Alsterarkaden;20;20354;Hamburg;;hamburg@s-thetic.de;s-thetic.de/;3;S-thetic Clinic Hamburg GmbH;4;0;2;2;2;2;2
ID150;02;103;108;Zahnklinik ABC-Bogen;Klinik ABC-Bogen;ABC-Straße;19;20354;Hamburg;040 350041-0;m.tavares@klinik-abc-bogen.de;www.zahnklinik-abc-bogen.de/;3;Zahnklinik ABC-Bogen MVZ GmbH;4;0;2;2;2;2;2
ID151;02;104;111;Janssen-Haus Psychiatrische Tagesklinik Hamburg Mitte GmbH;Janssen Haus Psych. Tagesklinik;Budapester Straße;38;20359;Hamburg;040 317852-0;n.barta@tagesklinik-hh-mitte.de;;1;Janssen-Haus Psychiatrische Tagesklinik Hamburg-Mitte GmbH;2;0;2;2;2;2;2
ID152;02;104;112;Universitätsklinikum Hamburg-Eppendorf (UKE);BNI-Ambulanz;Bernhard-Nocht-Straße;74;20359;Hamburg;;frank.neubauer@uke.de;www.uke.de;1;Universitätsklinikum Hamburg-Eppendorf (UKE);1;0;2;2;2;2;2
ID153;02;104;112;Universitätsklinikum Hamburg-Eppendorf (UKE);BNI-Notfallambulanz;Bernhard-Nocht-Straße;74;20359;Hamburg;;frank.neubauer@uke.de;www.uke.de;1;Universitätsklinikum Hamburg-Eppendorf (UKE);1;0;2;2;2;2;2
ID154;02;105;113;Asklepios Klinik Nord;Tagesklinik Alstertor;Lohmühlenstraße;5;20099;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID155;02;105;113;Asklepios Klinik St. Georg;Asklepios Klinik St. Georg;Lohmühlenstraße;5;20099;Hamburg;;m.tausch@asklepios.com;www.asklepios.com/hamburg/sankt-georg/;3;Asklepios Kliniken Hamburg GmbH;2;3;2;2;2;2;2
ID156;02;105;113;Privita-Komfortklinik in der Asklepios Klinik St. Georg;Privita-Komfortklinik in der Asklepios Klinik St. Georg;Lohmühlenstraße;5;20099;Hamburg;040 1818855060;m.tausch@asklepios.com;www.asklepios.com/hamburg/sankt-georg/;3;Asklepios Kliniken Hamburg GmbH;4;0;2;2;2;2;2
ID157;02;111;128;Asklepios Klinik Nord;Horn;Horner Landstraße;302;22111;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID158;02;112;130;Psychiatrische Tagesklinik Mümmelmannsberg;Hauptstandort;Oskar-Schlemmer-Straße;9-17;22115;Hamburg;040 34103131;lorenzenj@drguth.de;www.tk-pia-praxisklinik.de/;3;SKH Stadtteilklinik Hamburg GmbH;2;0;2;2;2;2;2
ID159;02;112;130;SKH Stadtteilklinik Hamburg;SKH Stadtteilklinik Hamburg;Oskar-Schlemmer-Straße;9-17;22115;Hamburg;040 530054209;j.block@stadtteilklinik.de;www.stadtteilklinik-hamburg.de/de/;3;SKH Stadtteilklinik Hamburg GmbH;2;0;2;2;2;2;2
ID160;02;116;137;Asklepios Klinikum Harburg;Tagesklinik Wilhelmsburg;Neuhöfer Straße;23;21107;Hamburg;;;www.asklepios.com/hamburg/harburg/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID161;02;116;137;Wilhelmsburger Krankenhaus Groß-Sand;Wilhelmsburger Krankenhaus Groß-Sand;Groß-Sand;3;21107;Hamburg;040 75205215;controlling@gross-sand.de;www.gross-sand.de/de/;2;Pfarrei St. Maximilian Kolbe;2;1;2;2;2;2;2
ID162;02;201;205;Helios ENDO-Klinik Hamburg GmbH;Helios ENDO-Klinik Hamburg;Holstenstraße;2;22767;Hamburg;0173 6950449;Erich.Becker@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/hamburg-endo-klinik/;3;Helios ENDO-Klinik Hamburg GmbH;2;0;2;2;2;2;2
ID163;02;201;205;Helios Endo-Privatklinik Hamburg;Helios Endo-Privatklinik Hamburg;Holstenstraße;2;22767;Hamburg;0173 6950449;Erich.Becker@helios-gesundheit.de;www.helios-gesundheit.de/privatkliniken/unsere-standorte/;3;HELIOS Privatkliniken GmbH;3;0;2;2;2;2;2
ID164;02;204;212;AKK Altonaer Kinderkrankenhaus gGmbH;Hauptstandort;Bleickenallee;38;22763;Hamburg;;Andrea.Schulz@kinderkrankenhaus.net;www.kinderkrankenhaus.net/;2;AKK Altonaer Kinderkrankenhaus gGmbH;2;0;2;2;2;2;2
ID165;02;205;216;Asklepios Westklinikum GmbH;Fachzentrum Altona für Psychiatrie und Psychotherapie;Gasstraße;6b;22761;Hamburg;;a.hilgefort@asklepios.com;www.asklepios.com/hamburg/westklinikum/;3;Asklepios Westklinikum GmbH;2;0;2;2;2;2;2
ID166;02;207;219;Asklepios Klinik Altona;Hauptstandort;Paul-Ehrlich-Straße;1;22763;Hamburg;;;www.asklepios.com/hamburg/altona/;3;Asklepios Kliniken Hamburg GmbH;2;3;2;2;2;2;2
ID167;02;207;219;Oberberg Fachklinik Marzipanfabrik;Oberberg Fachklinik Marzipanfabrik;Friesenweg;34;22763;Hamburg;040 555529108;Monika.Ludwig@oberbergkliniken.de;www.oberbergkliniken.de/fachkliniken/marzipanfabrik;3;Oberberg Tageskliniken GmbH;4;0;2;2;2;2;2
ID168;02;207;219;Privita-Komfortklinik in der Asklepios Klinik Altona;Privita-Komfortklinik in der Asklepios Klinik Altona;Paul-Ehrlich-Straße;1;22763;Hamburg;040 1818812025;me.hahn@asklepios.com;www.asklepios.com/hamburg/altona/;3;Asklepios Kliniken Hamburg GmbH;4;0;2;2;2;2;2
ID169;02;209;221;Asklepios Klinikum Harburg;Tagesklinik Osdorf;Kroonhorst;11;22549;Hamburg;;;www.asklepios.com/hamburg/harburg/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID170;02;209;221;Asklepios Westklinikum GmbH;Zentrum für Seelische Gesundheit Osdorf;Kroonhorst;11;22549;Hamburg;;a.hilgefort@asklepios.com;www.asklepios.com/hamburg/westklinikum/;3;Asklepios Westklinikum GmbH;2;2;2;2;2;2;2
ID171;02;210;222;Klinik Dr. Guth;Hauptstandort;Jürgensallee;46-48;22609;Hamburg;040 34103131;lorenzenj@drguth.de;www.klinikdrguth.de/;3;Klinikgruppe Dr. Guth GmbH & Co. KG;2;0;2;2;2;2;2
ID172;02;211;223;Krankenhaus Tabea GmbH & Co. KG;Hauptstandort;Kösterbergstraße;32;22587;Hamburg;040 86692226;lwanke@tabea-krankenhaus.de;www.tabea-fachklinik.de/;3;Krankenhaus Tabea GmbH & Co. KG;2;0;2;2;2;2;2
ID173;02;211;224;LipoClinic Blankenese;LipoClinic Blankenese;Sülldorfer Kirchenweg;1a;22587;Hamburg;0151 72935165;mario.kaupmann@lipo-clinic.de;www.lipo-clinic.de/de/;3;LipoClinic Dr. Heck GmbH;4;0;2;2;2;2;2
ID174;02;214;227;Asklepios Westklinikum GmbH;Westklinikum;Suurheid;20;22559;Hamburg;;a.hilgefort@asklepios.com;www.asklepios.com/hamburg/westklinikum/;3;Asklepios Westklinikum GmbH;2;2;2;2;2;2;2
ID175;02;214;227;Privita-Komfortklinik im Asklepios Westklinikum Hamburg;Privita-Komfortklinik im Asklepios Westklinikum Hamburg;Suurheid;20;22559;Hamburg;;a.hilgefort@asklepios.com;www.asklepios.com/hamburg/westklinikum/;3;Asklepios Westklinikum GmbH;4;0;2;2;2;2;2
ID176;02;301;308;AGAPLESION DIAKONIEKLINIKUM HAMBURG gGmbH;Hauptstandort;Hohe Weide;17;20259;Hamburg;040 790201052;raik.bauermeister@agaplesion.de;www.d-k-h.de/start;2;AGAPLESION DIAKONIEKLINIKUM HAMBURG gGmbH;2;1;2;2;2;2;2
ID177;02;301;308;Praxisklinik Hamburg PKH;Praxisklinik Hamburg PKH;Hohe Weide;17c;20259;Hamburg;040 607762264;christine.huebner@pkhamburg.de;www.pkhamburg.de/;3;Dr. med. Christiane Reemts und Dr. med. Christine Hübner GbR;4;0;2;2;2;2;2
ID178;02;301;309;Krankenhaus Jerusalem Hamburg;Hamburg;Moorkamp;2-6;20357;Hamburg;040 44190201;bartelsen@jerusalem-hamburg.de;jerusalem-hamburg.de/;3;Krankenhaus Jerusalem GmbH;2;0;2;2;2;2;2
ID179;02;302;312;Alster-Klinik;Alster-Klinik;Rothenbaumchaussee;7;20148;Hamburg;040 444442;a.liedtke@alster-klinik.de;alster-klinik.de/;3;AKH Alster-Klinik Hamburg GmbH;4;0;2;2;2;2;2
ID180;02;302;312;Beauty-Klinik an der Alster;Beauty-Klinik an der Alster;Mittelweg;18;20148;Hamburg;040 41355661;info@beauty-hamburg.de;www.beauty-klinik-alster.de/;3;PBK Klinik an der Alster GmbH & Co. KG;4;0;2;2;2;2;2
ID181;02;302;312;Praxisklinik am Rothenbaum;Praxisklinik am Rothenbaum;Heimhuder Straße;38;20148;Hamburg;;Roth@klinikrothenbaum.de;www.klinikrothenbaum.de/;3;Praxisklinik am Rothenbaum Betriebsgesellschaft GmbH;4;0;2;2;2;2;2
